repo_owner,repo_name,repo_license,license_category,rows,source_url_count,sample_source_url
Qiskit-Challenge-India,2020,MIT,permissive,12,1,https://github.com/Qiskit-Challenge-India/2020/blob/master/top 11 submissions/Q-SARG/Best_file.py
Quantinuum,pyqir,MIT,permissive,12,2,https://github.com/Quantinuum/pyqir/blob/main/examples/bernstein_vazirani.py
Quantinuum,pytket-pennylane,Apache-2.0,permissive,12,2,https://github.com/Quantinuum/pytket-pennylane/blob/main/pytket/extensions/pennylane/pytket_device.py
Quantinuum,pytket-projectq,Apache-2.0,permissive,12,1,https://github.com/Quantinuum/pytket-projectq/blob/main/pytket/extensions/projectq/projectq_convert.py
Quantum-Blade1,DMS-Quantum,MIT,permissive,12,2,https://github.com/Quantum-Blade1/DMS-Quantum/blob/main/q-password.py
Quantum-Dynamics-927,QPyth,Apache-2.0,permissive,12,1,https://github.com/Quantum-Dynamics-927/QPyth/blob/main/quantumpytho/modules/qec_shor.py
Quantum-Interns-at-Qualcomm-Institiute,quantum-nonogram-solver,MIT,permissive,12,1,https://github.com/Quantum-Interns-at-Qualcomm-Institiute/quantum-nonogram-solver/blob/main/nonogram/quantum.py
RafeyIqbalRahman,Quantum-Teleportation,MIT,permissive,12,1,https://github.com/RafeyIqbalRahman/Quantum-Teleportation/blob/master/quantum_teleportation.py
RicardoParizotto,qiskit_learn,Apache-2.0,permissive,12,2,https://github.com/RicardoParizotto/qiskit_learn/blob/main/adder.py
Rutvij-1,Cuantum-Qomputing,MIT,permissive,12,2,https://github.com/Rutvij-1/Cuantum-Qomputing/blob/master/Code/src/BB84/qubit_interaction.py
SNU-HPCS,XQsim,MIT,permissive,12,1,https://github.com/SNU-HPCS/XQsim/blob/main/src/logical_simulation.py
SQuASH-bench,SQuASH,Apache-2.0,permissive,12,2,https://github.com/SQuASH-bench/SQuASH/blob/main/benchmark/search_spaces/ghz_a/generate_target_ghz_a.py
SamRaymond,Quantum-Computing-on-Databricks,MIT,permissive,12,1,https://github.com/SamRaymond/Quantum-Computing-on-Databricks/blob/main/simple_circuit.py
SamuelYueYu,QO-BRA_1.0,MIT,permissive,12,2,https://github.com/SamuelYueYu/QO-BRA_1.0/blob/main/src/ansatz.py
SanaUllah04,Quantum-Computing,MIT,permissive,12,2,https://github.com/SanaUllah04/Quantum-Computing/blob/main/General/Custom-Conditional Phase.py
ScottWe,pecac,MIT,permissive,12,1,https://github.com/ScottWe/pecac/blob/main/eval/ansatz_setup.py
SidRichardsQuantum,Shors_Algorithm_Simulation,MIT,permissive,12,1,https://github.com/SidRichardsQuantum/Shors_Algorithm_Simulation/blob/main/src/quantum_part/quantum_circuit.py
SoshunNaito,ISAAQ,MIT,permissive,12,1,https://github.com/SoshunNaito/ISAAQ/blob/main/isaaq/IO/QuantumCircuit.py
Stephenvega2,Qc-camrea,MIT,permissive,12,2,https://github.com/Stephenvega2/Qc-camrea/blob/main/Qccam.py
Stephenvega2,Qgounded,MIT,permissive,12,2,https://github.com/Stephenvega2/Qgounded/blob/main/Groundcode.py
Stephenvega2,Qsocket,MIT,permissive,12,1,https://github.com/Stephenvega2/Qsocket/blob/main/Qsocketcode.py
Sumitchongder,Analytical-BB84-QKD-Engine,MIT,permissive,12,1,https://github.com/Sumitchongder/Analytical-BB84-QKD-Engine/blob/main/streamlit_app.py
SuperficialStudents,MSA,MIT,permissive,12,1,https://github.com/SuperficialStudents/MSA/blob/master/MSA/VQE_v4.py
TharrmashasthaPV,Maximum-Independent-Set-using-VQA,MIT,permissive,12,1,https://github.com/TharrmashasthaPV/Maximum-Independent-Set-using-VQA/blob/main/src/vqe.py
UCLA-VAST,ML-QLS,BSD-3-Clause,permissive,12,1,https://github.com/UCLA-VAST/ML-QLS/blob/main/run_heuristic.py
UCLA-VAST,ZAC,BSD-3-Clause,permissive,12,1,https://github.com/UCLA-VAST/ZAC/blob/main/zac/zac.py
UST-QuAntiL,qc-script-splitter,Apache-2.0,permissive,12,1,https://github.com/UST-QuAntiL/qc-script-splitter/blob/main/app/input/hybrid_program_kmeans.py
UTokyo-ICEPP,qutrit-experiments,Apache-2.0,permissive,12,2,https://github.com/UTokyo-ICEPP/qutrit-experiments/blob/main/qutrit_experiments/experiments/qutrit_qubit/rotary_stark_shift.py
UniPG-KitLab,VQE-PFSP,MIT,permissive,12,1,https://github.com/UniPG-KitLab/VQE-PFSP/blob/main/src/vqe_pfsp.py
Urinx,QuantumComputing,Apache-2.0,permissive,12,1,https://github.com/Urinx/QuantumComputing/blob/master/qiskit_codes/example_u3.py
WaiTungPoonTed,quantum-finance-simulation,MIT,permissive,12,1,https://github.com/WaiTungPoonTed/quantum-finance-simulation/blob/latest/src/utils/quantum_tools.py
WebQnA,WebQA_Baseline,Apache-2.0,permissive,12,1,https://github.com/WebQnA/WebQA_Baseline/blob/main/vlp/eval.py
YYgroup,qcReactingFlows,MIT,permissive,12,2,https://github.com/YYgroup/qcReactingFlows/blob/main/1DPeriodicFourierSeries/1DPeriodicSpectralNoisyQuantumTime.py
YuvalShemla,quantum-rna-folding,MIT,permissive,12,1,https://github.com/YuvalShemla/quantum-rna-folding/blob/main/quantum_optimizer.py
aaron-seq,advanced-fraud-detection-system,MIT,permissive,12,1,https://github.com/aaron-seq/advanced-fraud-detection-system/blob/main/Quantum_Fraud_Dectector.py
acomphealth,quantum-reup,MIT,permissive,12,1,https://github.com/acomphealth/quantum-reup/blob/main/src/algorithms/vqc_classifier.py
adaskin,vqpm,Apache-2.0,permissive,12,1,https://github.com/adaskin/vqpm/blob/main/vqpm_qiskit_noisy/vqpm_qiskit.py
adelshb,hidden-shift-problem-on-quantum-computer,Apache-2.0,permissive,12,2,https://github.com/adelshb/hidden-shift-problem-on-quantum-computer/blob/main/src/qbhsp_gav11.py
adgt,pulsemaker,Apache-2.0,permissive,12,1,https://github.com/adgt/pulsemaker/blob/main/pulsemaker/ScheduleDesigner.py
adlrocha,cryptoq,Apache-2.0,permissive,12,1,https://github.com/adlrocha/cryptoq/blob/master/qkd.py
aixaria0,vqe-analyzer,MIT,permissive,12,1,https://github.com/aixaria0/vqe-analyzer/blob/main/VQE-SOLVER.py
ajavadia,big-cats,Apache-2.0,permissive,12,2,https://github.com/ajavadia/big-cats/blob/main/big_ghz.py
akramahmed1,quantenergx,MIT,permissive,12,1,https://github.com/akramahmed1/quantenergx/blob/main/quantum_service/hybrid_lstm.py
alexg-jpg,conditional-measurements,MIT,permissive,12,1,https://github.com/alexg-jpg/conditional-measurements/blob/main/observables/conditional_observable.py
alihuss7,adaptive-phase-estimation,MIT,permissive,12,1,https://github.com/alihuss7/adaptive-phase-estimation/blob/main/adaptive_phase_estimation.py
amineyzu,ai-quantum-engineering,MIT,permissive,12,1,https://github.com/amineyzu/ai-quantum-engineering/blob/main/quantum_ai_engineering/code_generator.py
amirebrahimi,quantumdojo,MIT,permissive,12,1,https://github.com/amirebrahimi/quantumdojo/blob/master/Sensei.py
anibrata,automotiveAI,Unlicense,permissive,12,1,https://github.com/anibrata/automotiveAI/blob/main/source-code/main.py
arec1b0,quantum_teleportation_exp,MIT,permissive,12,2,https://github.com/arec1b0/quantum_teleportation_exp/blob/main/scripts/teleportation_with_error_correction.py
arif481,Final_Year_Project,MIT,permissive,12,2,https://github.com/arif481/Final_Year_Project/blob/main/qrngsim.py
arnavdas88,QuGlassyIsing,Apache-2.0,permissive,12,1,https://github.com/arnavdas88/QuGlassyIsing/blob/main/samples/1Dising.py
aryansingh920,QUAITOR-QKD-Based-AI-Enhanced-TOR-Protocol,Apache-2.0,permissive,12,1,https://github.com/aryansingh920/QUAITOR-QKD-Based-AI-Enhanced-TOR-Protocol/blob/main/qkd/main.py
bdis-q,DQTetris,Apache-2.0,permissive,12,1,https://github.com/bdis-q/DQTetris/blob/main/utils/qcircuits.py
beilak,qdev,MIT,permissive,12,2,https://github.com/beilak/qdev/blob/main/first_step/first.py
blueleaflabs,quantummelody,MIT,permissive,12,1,https://github.com/blueleaflabs/quantummelody/blob/main/quantummusic.py
caidish,KlayoutClaw,MIT,permissive,12,1,https://github.com/caidish/KlayoutClaw/blob/main/tests/test_qiskit_mcp_unit.py
carlasophie,QDB_algorithms,MIT,permissive,12,1,https://github.com/carlasophie/QDB_algorithms/blob/main/qiskit/extend.py
ccuantica,QLCM-Qiskit,MIT,permissive,12,2,https://github.com/ccuantica/QLCM-Qiskit/blob/main/coherencia.py
charlesfoster,vartracker,MIT,permissive,12,1,https://github.com/charlesfoster/vartracker/blob/main/vartracker/vcf_processing.py
coteacarla,Capstone_Project,MIT,permissive,12,1,https://github.com/coteacarla/Capstone_Project/blob/main/backend_hybrid.py
cyberravenman,QISs,MIT,permissive,12,2,https://github.com/cyberravenman/QISs/blob/main/QISs_v.0.2/src/QRNG.py
d-kremer,hack-peak-circuits,MIT,permissive,12,1,https://github.com/d-kremer/hack-peak-circuits/blob/main/utils.py
dakk,dqpu,Apache-2.0,permissive,12,2,https://github.com/dakk/dqpu/blob/master/dqpu/q/circuit.py
dakk,qlasskit,Apache-2.0,permissive,12,2,https://github.com/dakk/qlasskit/blob/master/qlasskit/qcircuit/exporter_qiskit.py
deimosvn,Quantum-Water-Optimization-System-QWOS-Optimizaci-n-Cu-ntica-del-Sistema-de-Desalinizaci-n-HER-DS1,MIT,permissive,12,1,https://github.com/deimosvn/Quantum-Water-Optimization-System-QWOS-Optimizaci-n-Cu-ntica-del-Sistema-de-Desalinizaci-n-HER-DS1/blob/main/qwos/quantum/vqe_adsorption.py
detasar,QCE,MIT,permissive,12,2,https://github.com/detasar/QCE/blob/main/P2_Grothendieck_DeFinetti_Hardware/experiments/ghz_svetlichny.py
devita1983,kaloQdNA,MIT,permissive,12,1,https://github.com/devita1983/kaloQdNA/blob/main/compiler/quantum/qoperations.py
di-unipi-socc,Cut-and-Shoot,Apache-2.0,permissive,12,1,https://github.com/di-unipi-socc/Cut-and-Shoot/blob/main/src/qukit.py
dlyongemallo,qiskit-zx-transpiler,Apache-2.0,permissive,12,2,https://github.com/dlyongemallo/qiskit-zx-transpiler/blob/main/zx_transpiler_pass_demo.ipynb
dylanljones,qclib,MIT,permissive,12,2,https://github.com/dylanljones/qclib/blob/master/qclib/libary/gates.py
eggerdj,independent_set_benchmarking,Apache-2.0,permissive,12,1,https://github.com/eggerdj/independent_set_benchmarking/blob/main/independent_set_benchmarking/transpile.py
electricalgorithm,BernsteinVaziraniAlgorithm,MIT,permissive,12,1,https://github.com/electricalgorithm/BernsteinVaziraniAlgorithm/blob/main/bernsteinvazirani.py
eth-sri,synthetiq,MIT,permissive,12,1,https://github.com/eth-sri/synthetiq/blob/main/scripts/analyzer.py
ewdlop,SQLNotes,MIT,permissive,12,1,https://github.com/ewdlop/SQLNotes/blob/main/Python/DatabaseOracle.py
footcricket05,QryptHub,MIT,permissive,12,2,https://github.com/footcricket05/QryptHub/blob/main/Basic Tasks/Create any quantum circuit/Create any quantum circuit.py
full2null,shor-algorithm,MIT,permissive,12,1,https://github.com/full2null/shor-algorithm/blob/main/main.py
garymooney,qmuvi,LGPL-2.1,permissive,12,2,https://github.com/garymooney/qmuvi/blob/main/examples/quantum_music/bell_state.py
gate42qc,qvector,MIT,permissive,12,2,https://github.com/gate42qc/qvector/blob/master/qvector.py
geeknik,qts,MIT,permissive,12,1,https://github.com/geeknik/qts/blob/main/main.py
giachero,qclassifier,MIT,permissive,12,1,https://github.com/giachero/qclassifier/blob/main/src/qiskit_classifier/circuits/feature_map.py
gluonhiggs,QuantumCompiler,Apache-2.0,permissive,12,1,https://github.com/gluonhiggs/QuantumCompiler/blob/main/scripts/generalization.py
grageragarces,HDH,MIT,permissive,12,2,https://github.com/grageragarces/HDH/blob/main/hdh/converters/qasm_converter.py
harshitha-8,Quantum-Feature-Selection,MIT,permissive,12,1,https://github.com/harshitha-8/Quantum-Feature-Selection/blob/main/run_cotton_qfs.py
hemokosa,quantumfuck,MIT,permissive,12,1,https://github.com/hemokosa/quantumfuck/blob/main/qf.py
heysayan,QtmHamiltonianSimulation,MIT,permissive,12,2,https://github.com/heysayan/QtmHamiltonianSimulation/blob/main/src/algorithms/qsvt.py
honeyzuzu,quantum-2024,MIT,permissive,12,2,https://github.com/honeyzuzu/quantum-2024/blob/main/qc_run.py
hugopgs,Shadow_Spectroscopy,MIT,permissive,12,2,https://github.com/hugopgs/Shadow_Spectroscopy/blob/main/Shadow_Spectro/ShadowSpectro.py
i2-tum,pcm-optimization-tool,MIT,permissive,12,2,https://github.com/i2-tum/pcm-optimization-tool/blob/main/Qcprop.py
iccmr-quantum,VQH,MIT,permissive,12,2,https://github.com/iccmr-quantum/VQH/blob/main/vqe/vqe_algorithm.py
icepolarizer,qkd-chat,MIT,permissive,12,2,https://github.com/icepolarizer/qkd-chat/blob/master/alice.py
ignaziopedone,qkd-sim,Apache-2.0,permissive,12,1,https://github.com/ignaziopedone/qkd-sim/blob/master/eve/eve.py
inaki-ortizdelandaluce,qubit-communication-simulations,MIT,permissive,12,1,https://github.com/inaki-ortizdelandaluce/qubit-communication-simulations/blob/main/src/main.py
j7168908jx,QuantumBooleanFunctionSolver,MIT,permissive,12,1,https://github.com/j7168908jx/QuantumBooleanFunctionSolver/blob/main/utils.py
jackhmorgan,Quantum_Game_Theory,Apache-2.0,permissive,12,1,https://github.com/jackhmorgan/Quantum_Game_Theory/blob/main/Quantum_Games/player.py
janljubas,WACQT-IBM-hackathon,Apache-2.0,permissive,12,2,https://github.com/janljubas/WACQT-IBM-hackathon/blob/main/src/circuits/image_circuit.py
jesusmontera,Grover-database-in-python-Qiskit,MIT,permissive,12,1,https://github.com/jesusmontera/Grover-database-in-python-Qiskit/blob/main/qtgroverclass.py
jiang7f,rasengan,MIT,permissive,12,1,https://github.com/jiang7f/rasengan/blob/main/rasengan/solvers/qiskit/circuit/circuit_components.py
jithinjithu10,quantum-for-software-engineers,MIT,permissive,12,2,https://github.com/jithinjithu10/quantum-for-software-engineers/blob/main/01_qubits_like_bits/with_real_frameworks/qiskit_single_qubit.py
jmbaker94,quantumcircuitbenchmarks,MIT,permissive,12,2,https://github.com/jmbaker94/quantumcircuitbenchmarks/blob/master/quantumcircuitbenchmarks/qiskit/cnx_dirty.py
jorgegardiaz,conjugate-coding-QZKP,MIT,permissive,12,1,https://github.com/jorgegardiaz/conjugate-coding-QZKP/blob/main/src/QZKP_noise_damping.py
joshuapetersen,Sarah-John-Genesis,Apache-2.0,permissive,12,1,https://github.com/joshuapetersen/Sarah-John-Genesis/blob/main/05_THE_CORE/Quantum_Logic_Core.py
julioroncal,qiskit-metapackage,Apache-2.0,permissive,12,1,https://github.com/julioroncal/qiskit-metapackage/blob/bump_meta/test/benchmarks/quantum_info.py
jullyanolino,quantum-trojan-insertion,MIT,permissive,12,1,https://github.com/jullyanolino/quantum-trojan-insertion/blob/main/app.py
justinbrianhwang,qiskit-utils-sj,MIT,permissive,12,1,https://github.com/justinbrianhwang/qiskit-utils-sj/blob/main/qiskit_utils_sj/circuits.py
jvscursulim,qamp_fall22_project,Apache-2.0,permissive,12,2,https://github.com/jvscursulim/qamp_fall22_project/blob/master/frqi/frqi.py
kaylynphan,sabre-dag-experiments,BSD-3-Clause,permissive,12,1,https://github.com/kaylynphan/sabre-dag-experiments/blob/main/sabre_dag_experiments/qc_helpers.py
kazawai,shor_qiskit,Apache-2.0,permissive,12,2,https://github.com/kazawai/shor_qiskit/blob/master/Quantum/pauli.py
kevinhamza,Devin-2.0,MIT,permissive,12,1,https://github.com/kevinhamza/Devin-2.0/blob/main/quantum/optimization/qml_models.py
kiruthikpurpose,QuantumPositioningSystem,Apache-2.0,permissive,12,2,https://github.com/kiruthikpurpose/QuantumPositioningSystem/blob/main/QPS/entaglement.py
kunliu7,Distributed-Q-Algo,MIT,permissive,12,1,https://github.com/kunliu7/Distributed-Q-Algo/blob/main/src/dqalgo/nisq/fanouts.py
leonardoLavagna,generative_models_via_sqsp,MIT,permissive,12,1,https://github.com/leonardoLavagna/generative_models_via_sqsp/blob/main/utilities/grover_state_preparation.py
leonardoLavagna,qhdc,MIT,permissive,12,1,https://github.com/leonardoLavagna/qhdc/blob/main/functions/QUAM.py
libtangle,qcgpu,MIT,permissive,12,2,https://github.com/libtangle/qcgpu/blob/master/benchmark/Visualize.ipynb
liupibm,qiskit-ising-for-clique-PR,Apache-2.0,permissive,12,2,https://github.com/liupibm/qiskit-ising-for-clique-PR/blob/master/qiskit_acqua/qaoa/qaoa.py
lw-anderson,VQE-coarse-grained-atmod,Apache-2.0,permissive,12,2,https://github.com/lw-anderson/VQE-coarse-grained-atmod/blob/master/quantum_ansatz/ryrz_ansatz.py
m-lewand,BandCalQ,Apache-2.0,permissive,12,1,https://github.com/m-lewand/BandCalQ/blob/main/bandcalq/bandcalq.py
manideep3069,quantum-state-control-rl,MIT,permissive,12,1,https://github.com/manideep3069/quantum-state-control-rl/blob/main/demo.py
maniraman-periyasamy,OfflineQRL,Apache-2.0,permissive,12,2,https://github.com/maniraman-periyasamy/OfflineQRL/blob/main/src/models/hwSkolikVqc.py
mdppml,distributed-secure-kernel-based-QML,MIT,permissive,12,1,https://github.com/mdppml/distributed-secure-kernel-based-QML/blob/main/library.py
meng-ubc,Qoncord,MIT,permissive,12,2,https://github.com/meng-ubc/Qoncord/blob/main/qaoa_util.py
michal-lukomski,Qwint,MIT,permissive,12,1,https://github.com/michal-lukomski/Qwint/blob/main/qwent.py
mickahell,qat-computer,Apache-2.0,permissive,12,1,https://github.com/mickahell/qat-computer/blob/main/demo/experiments/qnn/main.py
mihailescum,quantum-basics,MIT,permissive,12,2,https://github.com/mihailescum/quantum-basics/blob/main/quantum/algorithms/shor.py
munich-quantum-toolkit,problemsolver,MIT,permissive,12,1,https://github.com/munich-quantum-toolkit/problemsolver/blob/main/src/mqt/problemsolver/satellite_solver/algorithms.py
namkcits,Quantum-qubit-naming-system.py,MIT,permissive,12,1,https://github.com/namkcits/Quantum-qubit-naming-system.py/blob/main/Code.py
narcisseuuh,graph-coloring,MIT,permissive,12,2,https://github.com/narcisseuuh/graph-coloring/blob/main/src/coloring.py
np84,qcmrf,Apache-2.0,permissive,12,1,https://github.com/np84/qcmrf/blob/main/QCMRF.py
ohadlev77,sat-circuits-engine,Apache-2.0,permissive,12,1,https://github.com/ohadlev77/sat-circuits-engine/blob/main/sat_circuits_engine/circuit/single_constraint.py
oimeitei,qumeas,Apache-2.0,permissive,12,1,https://github.com/oimeitei/qumeas/blob/main/python/qumeas/qiskit_utils/qiskit_helper.py
oqc-community,erado,BSD-3-Clause,permissive,12,2,https://github.com/oqc-community/erado/blob/main/src/erado/circuits.py
palaseus,Coratrix,MIT,permissive,12,2,https://github.com/palaseus/Coratrix/blob/main/benchmarks/sparse_tensor_benchmark.py
palirepa,QuantumSim,MIT,permissive,12,1,https://github.com/palirepa/QuantumSim/blob/main/QSim_app/qst.py
pasqal-io,horqrux,Apache-2.0,permissive,12,1,https://github.com/pasqal-io/horqrux/blob/main/horqrux/utils/conversion.py
pemmaras,LevyLiebDFTRepo,MIT,permissive,12,1,https://github.com/pemmaras/LevyLiebDFTRepo/blob/main/kernelEvaluator.py
perclft,QubitEngine,MIT,permissive,12,2,https://github.com/perclft/QubitEngine/blob/main/python/examples/qiskit_demo.py
piolalla,seg-qcbm-molgen-poc,MIT,permissive,12,2,https://github.com/piolalla/seg-qcbm-molgen-poc/blob/main/src/qgen_qcbm_latent.py
pranavi-jain,quantum-algorithms,MIT,permissive,12,1,https://github.com/pranavi-jain/quantum-algorithms/blob/main/grover.py
project-codeflare,codeflare-cli,Apache-2.0,permissive,12,1,https://github.com/project-codeflare/codeflare-cli/blob/main/tests/kind/inputs/qiskit/main.py
qMSUZ,QDCLIB,EUPL-1.2,permissive,12,1,https://github.com/qMSUZ/QDCLIB/blob/main/examples-vqeclass/_to_vrf_vqe-for_credit_risk-8qubit.py
qc-tum,milq,MIT,permissive,12,1,https://github.com/qc-tum/milq/blob/main/src/circuits/ghz.py
qcware,qusetta,MIT,permissive,12,1,https://github.com/qcware/qusetta/blob/master/qusetta/_qiskit.py
qiboteam,qibo-cloud-backends,Apache-2.0,permissive,12,2,https://github.com/qiboteam/qibo-cloud-backends/blob/main/src/qibo_cloud_backends/ionq_client.py
qiboteam,qibotn,Apache-2.0,permissive,12,1,https://github.com/qiboteam/qibotn/blob/main/src/qibotn/backends/qmatchatea.py
qiskit-community,bicycle-architecture-compiler,Apache-2.0,permissive,12,2,https://github.com/qiskit-community/bicycle-architecture-compiler/blob/main/notebooks/custom_circuits.ipynb
